ID,Water,Developed,Forest,Farm,Wetlands,OtherUndeveloped
8731,3,0,57,233,2,35
8732,1,0,9,477,0,3
8733,5,0,57,227,0,0
8734,0,1,57,156,0,117
8735,1,0,51,177,0,33
8736,4,0,53,233,0,0
8737,10,87,115,20,0,0
8738,0,217,139,0,0,2
8739,0,0,161,3,0,22
8740,0,0,66,40,0,280
8741,2,0,61,270,0,23
8742,0,0,137,230,0,18
8743,0,0,230,99,0,9
8744,0,0,215,117,9,11
8745,0,0,294,0,18,0
8746,0,0,308,4,0,4
8747,0,0,306,11,26,0
8748,0,0,243,0,195,0
8749,0,1,196,0,202,0
8750,0,0,394,0,169,3
8751,0,0,364,0,0,57
8752,0,0,48,0,82,336
8753,0,0,93,0,5,181
8754,0,0,72,0,27,232
8755,0,0,14,0,0,391
8756,0,0,208,63,0,0
8757,0,1,182,30,0,0
8758,0,0,236,1,0,2
8759,0,0,442,0,0,0
8760,0,0,303,0,0,54
8761,0,1,74,11,0,151
8762,0,0,263,0,0,125
8763,0,0,273,3,0,6
8764,0,0,171,76,0,107
8765,0,0,205,1,0,165
8766,0,0,264,0,0,3
8767,0,0,393,0,0,23
8768,0,0,157,0,0,214
8769,0,0,444,0,0,0
8770,0,1,152,1,0,40
8771,0,0,70,0,0,215
8772,0,0,299,0,0,94
8773,0,0,416,0,0,0
8774,0,0,353,0,0,0
8775,0,0,360,0,0,0
8776,0,0,199,95,0,0
8777,0,2,186,44,0,1
8778,0,0,125,34,0,92
8779,0,0,209,4,0,49
8780,30,0,225,32,0,0
8781,66,0,184,13,5,0
8782,6,0,364,0,3,1
8783,0,0,575,0,0,0
8784,0,1,395,2,0,0
8785,0,1,195,13,0,31
8786,0,0,211,3,0,15
8787,0,1,205,6,0,47
8788,0,0,39,22,0,180
8789,0,0,140,2,0,127
8790,0,0,293,0,0,77
8791,0,0,229,0,0,5
8792,0,0,322,1,0,0
8793,0,0,322,1,0,0
8794,6,0,303,0,0,7
8795,6,0,303,0,0,7
8796,4,0,21,364,0,13
8797,0,0,158,162,0,0
8798,0,1,185,22,64,2
8799,5,0,215,0,71,0
8800,1,0,91,8,0,143
8801,0,0,323,26,2,66
8802,0,0,208,37,0,48
8803,6,0,209,45,35,3
8804,1,0,88,204,71,0
8805,0,0,19,284,0,0
8806,1,0,23,286,0,22
8807,0,0,117,14,0,108
8808,3,0,210,26,0,2
8809,2,0,157,8,0,10
8810,0,0,134,53,0,9
8811,1,0,201,33,8,0
8812,13,0,294,0,0,7
8813,14,15,180,22,0,1
8814,0,35,154,0,0,0
8815,0,25,49,63,0,4
8816,1,4,146,30,0,0
8817,0,0,212,20,0,1
8818,0,12,127,19,0,32
8819,0,35,32,70,0,0
8820,0,42,135,45,0,0
8821,1,1,68,197,0,0
8822,0,0,322,37,0,0
8823,11,0,238,104,0,2
8824,4,0,327,0,24,0
8825,1,0,175,14,78,0
8826,67,5,105,0,10,0
8827,21,0,44,1,119,13
8828,0,0,78,36,0,14
8829,5,5,106,193,0,0
8830,0,1,87,149,0,0
8831,3,0,93,46,0,28
8832,2,0,94,25,69,72
8833,0,0,108,0,61,103
8834,2,0,173,31,7,0
8835,2,1,78,130,0,0
8836,0,9,138,62,0,1
8837,0,0,14,297,0,3
8838,21,0,92,90,0,0
8839,12,0,237,25,0,15
8840,0,0,224,16,0,28
8841,4,0,403,0,0,0
8842,0,0,322,17,0,0
8843,0,0,199,6,9,2
8844,0,0,90,4,117,2
8845,0,0,154,0,92,0
8846,0,2,195,0,154,2
8847,0,42,41,1,12,8
8848,0,0,123,10,48,13
8849,0,0,83,3,359,33
8850,0,0,83,3,359,33
8851,2,5,101,19,17,4
8852,0,30,32,57,0,5
8853,9,26,68,26,12,0
8854,0,1,177,12,0,0
8855,9,0,154,15,2,4
8856,2,0,181,118,0,1
8857,3,0,53,60,91,13
8858,2,0,108,126,0,0
8859,1,0,106,118,0,0
8860,1,0,211,51,0,0
8861,24,0,184,34,0,0
8862,112,2,166,16,0,1
8863,332,0,120,1,0,2
8864,299,0,14,51,0,5
8865,116,2,101,51,0,11
8866,0,18,180,22,0,10
8867,0,0,47,0,362,0
8868,0,0,47,0,362,0
8869,0,0,20,0,549,0
8870,0,0,20,0,549,0
8871,0,0,76,288,6,0
8872,0,4,52,141,52,0
8873,0,0,89,124,0,6
8874,0,0,177,51,0,0
8875,0,0,132,79,0,3
8876,0,2,187,21,0,0
8877,0,3,193,20,0,5
8878,0,11,40,33,0,128
8879,0,2,78,25,0,79
8880,0,0,118,143,0,0
8881,0,0,153,141,0,0
8882,0,8,49,261,0,1
8883,50,0,16,261,0,0
8884,8,0,71,372,1,0
8885,0,0,156,201,0,23
8886,0,6,212,11,0,48
8887,0,2,199,12,0,14
8888,0,13,169,9,0,0
8889,0,0,85,41,2,4
8890,30,0,119,99,2,1
8891,406,0,66,0,0,2
8892,233,49,14,17,12,5
8893,0,63,149,0,2,14
8894,0,3,271,1,0,5
8895,0,0,136,130,0,51
8896,0,0,232,128,0,8
8897,13,0,194,37,0,41
8898,20,1,81,216,0,0
8899,53,0,382,0,0,0
8900,53,0,382,0,0,0
8901,2,11,315,9,0,1
8902,63,3,215,7,0,1
8903,0,16,145,6,23,0
8904,0,84,129,0,4,1
8905,0,18,73,10,0,1
8906,0,99,20,7,0,6
8907,0,21,20,88,0,2
8908,0,5,52,83,0,91
8909,0,2,106,16,0,2
8910,0,7,166,24,0,4
8911,0,0,213,4,13,5
8912,0,0,213,4,13,5
8913,0,33,5,240,0,0
8914,0,33,5,240,0,0
8915,0,0,103,243,0,0
8916,0,0,103,243,0,0
8917,10,0,77,211,0,5
8918,5,0,165,112,0,27
8919,0,0,226,131,0,0
8920,2,1,74,277,0,0
8921,1,1,83,266,0,0
8922,0,1,96,236,1,7
8923,0,0,91,200,0,17
8924,0,0,119,328,0,2
8925,0,2,34,429,0,0
8926,3,0,40,355,4,1
8927,0,0,142,86,0,0
8928,0,2,89,77,0,0
8929,0,0,311,39,0,0
8930,0,0,141,143,0,1
8931,0,2,98,138,0,0
8932,0,14,228,8,0,0
8933,1,6,136,49,0,0
8934,0,0,98,202,0,14
8935,0,0,98,165,0,23
8936,0,0,208,52,0,52
8937,0,0,333,5,0,0
8938,17,1,279,0,0,0
8939,97,0,118,0,0,0
8940,471,0,19,0,0,0
8941,471,0,19,0,0,0
8942,286,1,3,5,0,18
8943,286,1,3,5,0,18
8944,0,0,276,0,16,1
8945,0,0,178,0,155,12
8946,0,0,284,0,0,36
8947,0,0,342,0,17,2
8948,5,0,407,0,25,0
8949,1,0,337,15,0,1
8950,0,0,124,93,0,0
8951,0,0,76,161,0,30
8952,0,0,245,5,0,57
8953,0,0,75,172,1,80
8954,0,0,39,253,0,0
8955,1,0,3,380,0,0
8956,0,0,121,72,5,4
8957,0,1,18,112,1,264
8958,0,0,138,8,5,127
8959,4,1,95,143,1,0
8960,0,3,44,198,1,0
8961,0,0,150,126,9,4
8962,0,0,205,0,33,1
8963,0,0,152,23,35,2
8964,0,0,27,302,0,44
8965,19,0,56,262,0,0
8966,0,1,107,249,0,0
8967,0,0,338,38,4,2
8968,0,0,336,1,5,30
8969,0,1,137,32,0,0
8970,0,0,106,112,71,2
8971,0,0,177,24,15,23
8972,0,0,143,0,247,31
8973,0,0,283,0,109,15
8974,0,0,369,0,0,5
8975,0,0,381,0,13,4
8976,0,0,226,0,92,38
8977,0,0,271,1,1,52
8978,0,0,83,1,0,261
8979,0,0,260,0,0,108
8980,0,0,328,5,0,170
8981,0,0,362,1,0,5
8982,0,0,399,0,0,1
8983,0,0,413,0,0,0
8984,3,0,364,0,0,2
8985,0,2,256,6,0,0
8986,0,0,348,0,0,1
8987,0,0,331,0,0,34
8988,0,0,330,0,0,0
8989,0,0,286,0,0,1
8990,0,0,404,0,0,17
8991,0,0,386,17,0,14
8992,0,0,186,34,0,80
8993,0,0,390,0,0,0
8994,0,3,220,52,0,54
8995,3,0,228,58,0,22
8996,0,0,228,14,0,90
8997,0,1,448,13,0,1
8998,0,0,420,0,0,0
8999,0,0,355,0,2,0
9000,0,0,358,15,0,0
9001,0,0,118,31,0,0
9002,0,0,118,26,0,188
9003,0,0,65,128,0,47
9004,0,0,174,75,0,29
9005,3,0,156,48,0,144
9006,50,0,309,0,0,13
9007,0,0,499,0,0,0
9008,0,0,461,0,0,0
9009,0,0,368,0,0,0
9010,0,0,241,1,1,25
9011,0,0,373,0,0,5
9012,0,0,163,111,0,63
9013,1,0,86,91,0,80
9014,3,0,85,20,0,68
9015,0,0,248,3,0,0
9016,0,0,199,59,0,1
9017,0,0,199,59,0,1
9018,9,0,351,61,0,0
9019,2,0,214,21,0,1
9020,0,2,146,2,0,4
9021,0,0,121,0,227,23
9022,0,0,307,0,82,24
9023,0,0,164,8,1,140
9024,55,0,167,11,2,75
9025,2,0,265,28,0,44
9026,0,0,351,10,14,0
9027,0,0,18,295,157,0
9028,9,0,55,54,147,1
9029,3,0,76,55,137,0
9030,7,0,236,42,0,0
9031,4,0,81,188,6,0
9032,0,0,219,35,0,2
9033,53,0,149,5,52,0
9034,1,6,197,1,0,14
9035,0,3,237,30,0,11
9036,0,2,192,9,0,1
9037,0,0,204,14,0,1
9038,0,0,127,86,0,2
9039,1,5,170,5,0,3
9040,0,15,270,2,0,0
9041,0,49,214,0,0,0
9042,0,0,256,141,0,2
9043,3,171,154,3,0,0
9044,0,470,1,3,0,0
9045,0,66,77,7,0,0
9046,0,21,61,15,0,7
9047,0,3,135,28,6,0
9048,0,66,41,43,9,0
9049,1,27,47,63,0,0
9050,17,0,21,13,187,26
9051,9,0,185,3,42,1
9052,3,25,137,3,0,4
9053,0,26,102,12,0,0
9054,0,4,108,14,0,15
9055,2,1,69,48,0,82
9056,0,0,191,5,17,1
9057,0,4,134,38,1,0
9058,0,8,170,9,0,0
9059,0,0,147,9,0,30
9060,2,0,105,109,28,4
9061,0,0,28,336,49,12
9062,7,0,175,108,68,9
9063,0,1,239,29,17,76
9064,0,0,238,1,14,0
9065,0,0,272,1,87,1
9066,0,0,236,0,91,0
9067,0,0,258,1,0,0
9068,0,0,333,0,1,4
9069,0,0,253,0,4,9
9070,0,10,27,0,251,26
9071,0,10,27,0,251,26
9072,0,3,55,0,370,20
9073,0,3,55,0,370,20
9074,0,14,69,46,104,18
9075,0,14,69,46,104,18
9076,12,31,65,1,0,2
9077,0,161,3,25,0,0
9078,0,53,34,0,213,3
9079,0,5,195,7,2,0
9080,1,0,100,209,0,0
9081,3,0,173,145,8,0
9082,48,0,190,19,19,0
9083,1,0,137,17,29,6
9084,0,1,222,2,0,0
9085,5,0,175,8,2,0
9086,13,0,79,42,15,6
9087,13,1,84,89,0,0
9088,190,0,75,41,0,16
9089,226,0,48,46,0,9
9090,36,0,69,186,0,0
9091,8,0,22,391,0,1
9092,0,0,15,105,372,0
9093,0,0,15,105,372,0
9094,0,0,7,111,424,0
9095,0,0,7,111,424,0
9096,11,0,100,174,1,14
9097,1,0,205,70,2,0
9098,2,0,105,168,2,16
9099,0,9,207,45,0,1
9100,0,55,64,169,0,0
9101,0,0,157,45,0,0
9102,10,4,99,34,0,18
9103,0,38,107,14,0,1
9104,3,2,60,66,0,59
9105,0,0,91,177,0,51
9106,22,28,51,63,0,0
9107,0,3,79,182,0,0
9108,15,0,27,340,0,0
9109,1,0,3,378,0,0
9110,0,1,47,334,0,0
9111,1,0,99,119,0,9
9112,0,3,189,16,2,3
9113,0,3,189,16,2,3
9114,0,1,157,1,27,0
9115,0,1,157,1,27,0
9116,67,0,175,8,2,1
9117,67,0,175,8,2,1
9118,439,0,16,30,0,0
9119,439,0,16,30,0,0
9120,416,35,20,16,0,1
9121,416,35,20,16,0,1
9122,0,217,9,0,0,0
9123,0,217,9,0,0,0
9124,0,83,29,54,3,1
9125,0,83,29,54,3,1
9126,0,49,134,0,0,0
9127,0,49,134,0,0,0
9128,0,65,48,75,0,14
9129,0,65,48,75,0,14
9130,0,19,212,53,0,0
9131,0,19,212,53,0,0
9132,0,0,96,201,0,0
9133,0,0,96,201,0,0
9134,0,0,306,64,0,0
9135,0,0,306,64,0,0
9136,0,0,421,0,0,5
9137,0,0,421,0,0,5
9138,150,7,141,11,0,2
9139,139,2,57,8,0,106
9140,0,29,201,0,8,6
9141,0,73,42,0,0,100
9142,0,24,66,3,0,7
9143,0,38,103,43,0,0
9144,0,57,67,16,0,8
9145,3,30,28,40,1,0
9146,8,1,48,168,1,9
9147,0,1,72,106,0,0
9148,0,0,194,52,0,5
9149,0,9,218,31,0,2
9150,0,9,218,31,0,2
9151,0,0,106,175,0,0
9152,0,0,106,175,0,0
9153,0,0,42,253,0,0
9154,4,0,347,34,0,0
9155,0,0,273,7,37,0
9156,0,0,386,23,0,4
9157,0,0,339,27,0,36
9158,0,0,189,20,0,6
9159,0,0,173,44,0,22
9160,0,41,107,53,0,6
9161,0,12,57,279,0,0
9162,0,0,95,208,0,0
9163,0,0,146,83,14,0
9164,0,2,85,47,0,4
9165,1,0,84,197,0,3
9166,1,0,107,169,0,0
9167,3,0,191,44,0,7
9168,0,5,187,63,0,2
9169,0,0,202,80,0,2
9170,0,0,182,85,0,1
9171,0,1,143,115,6,0
9172,0,0,319,0,0,0
9173,96,1,181,0,0,0
9174,284,2,59,0,0,0
9175,284,2,59,0,0,0
9176,453,1,57,0,0,0
9177,453,1,57,0,0,0
9178,128,6,143,0,0,0
9179,128,6,143,0,0,0
9180,2,8,267,0,0,1
9181,0,0,239,7,18,53
9182,0,0,92,10,235,39
9183,0,0,286,0,85,15
9184,0,0,231,0,73,4
9185,28,0,361,27,0,8
9186,15,0,278,36,25,0
9187,0,0,67,151,33,1
9188,2,0,139,99,0,0
9189,0,0,302,8,0,0
9190,1,0,77,224,0,1
9191,0,0,85,248,0,0
9192,0,1,193,81,0,3
9193,0,0,232,4,1,0
9194,0,0,253,0,82,32
9195,0,12,68,47,2,124
9196,58,0,86,132,0,45
9197,0,1,67,305,0,0
9198,0,0,138,230,0,7
9199,0,0,103,27,72,13
9200,1,0,48,173,46,0
9201,1,0,99,247,0,0
9202,4,0,56,292,0,0
9203,0,0,159,123,0,22
9204,0,0,166,14,0,105
9205,0,0,137,20,0,130
9206,0,0,78,140,0,38
9207,0,0,19,35,36,206
9208,0,0,182,7,144,0
9209,0,0,412,0,0,3
9210,0,0,465,0,0,0
9211,0,2,468,0,0,0
9212,0,0,371,0,58,0
9213,0,0,385,0,3,5
9214,0,0,393,2,0,14
9215,0,0,244,1,5,145
9216,0,0,48,0,0,346
9217,0,0,49,28,0,304
9218,0,0,427,0,0,42
9219,0,1,310,13,0,16
9220,0,0,385,0,0,29
9221,0,0,267,2,0,26
9222,0,0,192,0,0,92
9223,0,1,351,0,0,8
9224,0,0,351,0,0,49
9225,0,0,356,0,0,0
9226,0,0,288,0,0,141
9227,0,0,242,0,0,128
9228,0,0,227,40,0,2
9229,0,4,128,74,0,85
9230,0,0,236,90,0,3
9231,0,0,34,4,0,272
9232,0,0,59,30,0,306
9233,0,0,80,109,0,240
9234,0,1,149,164,0,0
9235,0,0,491,0,0,0
9236,0,0,397,0,0,0
9237,0,0,451,5,0,15
9238,0,0,184,37,0,0
9239,0,2,112,57,0,41
9240,0,0,153,50,0,16
9241,0,0,217,2,0,45
9242,14,0,221,0,2,57
9243,48,0,275,0,4,2
9244,0,0,591,0,0,0
9245,0,0,340,0,0,9
9246,0,0,455,2,0,1
9247,0,0,350,0,2,8
9248,0,0,430,0,0,5
9249,0,1,173,13,0,117
9250,0,0,104,4,5,117
9251,0,0,129,19,0,45
9252,0,0,111,17,0,10
9253,3,1,103,48,0,0
9254,3,1,103,48,0,0
9255,0,0,186,41,0,0
9256,0,0,184,76,0,5
9257,0,0,149,4,0,7
9258,0,0,117,18,62,4
9259,0,0,281,0,51,12
9260,0,0,246,21,0,5
9261,3,0,126,78,0,58
9262,0,2,90,196,0,1
9263,0,0,287,54,0,0
9264,0,0,207,71,72,0
9265,0,0,207,0,186,0
9266,0,0,307,0,62,0
9267,0,0,207,29,0,2
9268,0,1,277,24,0,3
9269,0,0,299,0,0,0
9270,0,0,310,15,16,0
9271,2,5,173,3,32,1
9272,0,45,85,0,0,0
9273,0,12,166,8,0,0
9274,5,4,127,4,0,0
9275,85,0,213,7,0,0
9276,0,1,228,5,0,0
9277,0,37,191,1,0,0
9278,43,1,286,1,0,0
9279,46,6,182,6,4,0
9280,2,1,268,55,0,14
9281,0,112,178,36,0,5
9282,0,3,438,1,0,0
9283,0,1,170,0,11,18
9284,60,0,137,9,92,0
9285,0,12,68,81,83,1
9286,0,42,58,12,99,0
9287,0,0,93,0,258,0
9288,0,0,231,38,13,0
9289,9,3,84,22,48,5
9290,0,14,153,16,0,9
9291,0,22,88,6,0,3
9292,1,1,98,70,0,6
9293,0,52,49,5,0,0
9294,0,41,68,25,0,0
9295,0,25,69,5,0,0
9296,0,11,152,6,0,0
9297,0,0,125,113,0,0
9298,2,0,47,84,75,32
9299,0,0,89,124,0,67
9300,0,0,76,142,105,0
9301,0,0,69,62,156,1
9302,0,0,220,45,19,2
9303,0,0,326,0,0,2
9304,0,0,344,0,13,0
9305,4,0,167,0,120,49
9306,4,0,167,0,120,49
9307,0,46,76,0,176,10
9308,0,46,76,0,176,10
9309,0,79,82,1,141,0
9310,0,79,82,1,141,0
9311,0,41,30,0,115,0
9312,3,26,22,70,0,7
9313,0,58,0,69,0,0
9314,0,32,30,6,123,0
9315,0,0,78,0,384,0
9316,1,0,251,12,5,0
9317,3,2,103,72,0,0
9318,0,0,229,54,5,0
9319,0,0,328,1,0,0
9320,11,0,186,74,0,3
9321,4,0,134,38,0,0
9322,31,3,93,0,15,5
9323,0,0,151,114,0,0
9324,1,3,32,93,0,6
9325,64,0,124,13,0,7
9326,53,0,111,30,0,14
9327,2,1,115,64,0,0
9328,30,0,9,359,1,4
9329,0,0,36,154,204,0
9330,0,0,0,30,512,0
9331,0,0,0,30,512,0
9332,0,0,55,25,305,0
9333,1,0,92,103,50,0
9334,0,0,17,344,0,0
9335,0,1,199,34,0,0
9336,0,3,99,66,1,2
9337,6,2,188,17,0,12
9338,2,1,170,7,0,0
9339,1,1,204,21,0,3
9340,0,0,260,35,0,4
9341,2,5,174,25,0,0
9342,0,41,33,28,0,7
9343,0,9,40,86,0,95
9344,0,0,256,86,0,5
9345,0,0,266,49,0,1
9346,0,0,98,236,0,3
9347,0,0,253,47,0,2
9348,0,1,274,0,0,0
9349,0,1,274,0,0,0
9350,10,1,195,7,3,0
9351,357,1,13,19,0,8
9352,532,0,8,1,0,4
9353,59,2,279,0,0,0
9354,0,62,94,5,0,39
9355,0,14,83,99,0,6
9356,0,81,16,29,0,0
9357,0,50,12,88,0,0
9358,0,18,76,72,0,0
9359,0,0,201,51,0,10
9360,0,0,214,7,0,24
9361,0,0,293,18,0,20
9362,147,0,170,12,0,7
9363,0,13,120,29,0,6
9364,0,44,92,23,0,20
9365,0,48,55,0,0,28
9366,0,49,54,10,0,0
9367,0,33,25,28,0,0
9368,109,70,20,2,0,0
9369,0,17,55,69,10,35
9370,12,0,49,152,4,3
9371,0,0,127,211,4,0
9372,0,0,293,18,0,10
9373,0,0,221,26,0,14
9374,0,0,170,133,0,8
9375,0,0,170,133,0,8
9376,0,1,68,183,0,0
9377,0,1,68,183,0,0
9378,0,0,155,83,0,0
9379,0,1,342,1,38,1
9380,0,0,425,0,37,0
9381,0,0,556,0,0,0
9382,0,0,185,5,0,3
9383,0,2,276,23,0,51
9384,0,9,249,38,1,0
9385,0,3,122,76,12,0
9386,0,0,192,143,0,1
9387,0,0,191,179,6,0
9388,0,0,108,48,52,1
9389,0,0,151,90,13,1
9390,0,1,162,104,0,0
9391,0,2,59,107,4,0
9392,0,0,207,66,0,3
9393,0,1,208,158,0,0
9394,0,4,218,6,0,1
9395,25,2,146,1,0,7
9396,0,1,179,0,0,0
9397,262,6,51,0,0,0
9398,361,0,177,0,0,0
9399,361,0,177,0,0,0
9400,20,2,371,0,0,5
9401,86,5,133,0,1,0
9402,0,2,262,3,0,3
9403,0,1,22,15,0,197
9404,0,0,185,0,0,52
9405,0,0,259,0,30,52
9406,0,2,50,0,75,206
9407,0,0,211,1,1,178
9408,0,0,247,121,10,0
9409,0,0,191,134,2,0
9410,0,0,231,85,0,0
9411,0,0,112,189,0,0
9412,0,0,27,274,0,0
9413,12,0,32,366,0,0
9414,0,0,216,96,0,25
9415,39,0,155,6,4,115
9416,0,0,298,22,0,0
9417,4,0,256,3,0,0
9418,0,0,89,85,0,55
9419,0,0,77,249,0,1
9420,0,0,9,581,0,0
9421,0,0,254,29,52,0
9422,0,0,180,26,62,0
9423,0,0,192,6,92,0
9424,0,0,232,120,19,0
9425,2,2,63,314,0,0
9426,0,0,145,20,91,97
9427,0,0,322,0,3,64
9428,0,0,329,0,0,70
9429,0,1,60,0,178,56
9430,0,0,67,59,154,0
9431,0,0,182,0,0,0
9432,0,0,419,0,0,0
9433,0,0,320,43,0,0
9434,0,0,398,0,14,0
9435,0,0,366,0,2,6
9436,0,0,504,0,0,1
9437,0,1,171,0,1,45
9438,0,1,54,0,0,332
9439,0,0,181,74,0,41
9440,0,0,238,29,0,98
9441,0,0,177,75,0,55
9442,0,3,151,32,0,34
9443,1,0,201,5,0,91
9444,0,1,181,1,0,64
9445,0,0,227,17,0,37
9446,0,0,97,47,0,37
9447,0,0,349,0,0,59
9448,0,0,497,0,0,0
9449,0,0,491,21,0,0
9450,0,0,278,55,0,2
9451,4,0,167,80,0,0
9452,0,4,122,113,0,3
9453,0,1,211,20,0,29
9454,0,0,98,271,0,12
9455,0,0,230,113,0,0
9456,0,0,149,137,0,2
9457,0,0,421,9,0,0
9458,0,0,386,1,0,0
9459,0,0,110,226,0,1
9460,0,0,117,322,0,0
9461,3,0,81,240,0,0
9462,0,0,265,119,0,0
9463,4,0,57,221,0,0
9464,5,0,341,34,14,3
9465,66,0,306,0,1,0
9466,10,0,476,0,0,0
9467,0,0,576,2,0,0
9468,0,1,429,2,0,0
9469,0,0,420,1,0,0
9470,0,0,406,0,0,4
9471,0,0,342,2,0,22
9472,0,0,387,0,59,8
9473,0,8,80,3,98,1
9474,0,2,123,2,1,0
9475,0,2,123,2,1,0
9476,1,0,64,261,0,17
9477,1,0,64,261,0,17
9478,0,0,80,160,0,0
9479,4,0,245,20,0,0
9480,0,0,279,9,1,0
9481,0,0,238,9,36,62
9482,0,0,145,0,32,0
9483,0,1,276,12,0,0
9484,0,1,105,24,0,0
9485,0,4,172,74,0,3
9486,0,3,227,17,0,15
9487,0,0,291,3,98,41
9488,0,0,285,0,60,48
9489,0,0,530,0,17,0
9490,0,0,301,0,55,0
9491,0,2,315,0,0,0
9492,0,2,236,21,0,0
9493,7,1,303,4,0,2
9494,0,11,209,1,0,0
9495,0,3,134,56,1,10
9496,0,14,198,88,0,0
9497,73,4,157,39,0,0
9498,200,0,155,7,0,0
9499,134,0,162,5,0,0
9500,14,27,157,8,0,12
9501,0,31,78,3,0,0
9502,0,71,100,0,0,0
9503,17,10,62,165,0,22
9504,0,7,57,174,0,34
9505,0,1,192,8,3,3
9506,0,4,199,0,45,17
9507,2,6,179,20,4,0
9508,0,6,294,1,41,0
9509,4,0,80,4,255,1
9510,0,0,131,19,67,2
9511,0,0,180,19,0,39
9512,0,12,102,0,34,4
9513,16,20,126,0,65,11
9514,0,9,187,8,2,6
9515,28,0,211,8,0,0
9516,8,17,185,42,0,0
9517,1,14,77,7,0,4
9518,0,0,192,0,0,23
9519,0,2,280,1,0,0
9520,0,5,225,63,3,1
9521,5,6,95,41,0,14
9522,1,0,209,118,0,1
9523,0,0,211,17,0,0
9524,0,0,275,34,0,3
9525,0,0,288,0,0,2
9526,0,0,338,0,2,0
9527,0,0,129,0,271,8
9528,0,0,129,0,271,8
9529,3,23,20,23,32,24
9530,3,23,20,23,32,24
9531,0,106,4,2,0,13
9532,0,24,89,0,179,2
9533,0,78,18,0,130,0
9534,0,136,0,26,0,0
9535,5,32,52,10,74,2
9536,0,77,76,0,75,0
9537,0,0,69,0,319,1
9538,0,0,268,1,0,0
9539,0,2,140,0,0,2
9540,3,1,233,13,0,2
9541,5,0,252,3,0,0
9542,0,0,214,44,0,0
9543,0,1,259,90,0,4
9544,0,0,130,3,0,0
9545,0,0,181,60,0,0
9546,0,0,116,24,97,2
9547,7,2,73,69,0,1
9548,42,0,114,65,9,22
9549,0,0,134,166,0,0
9550,9,0,35,324,0,0
9551,0,0,61,168,162,0
9552,0,0,61,168,162,0
9553,0,0,64,0,394,0
9554,0,0,64,0,394,0
9555,0,0,64,0,394,0
9556,0,0,136,32,201,4
9557,0,0,136,32,201,4
9558,0,0,4,96,304,0
9559,0,0,4,96,304,0
9560,0,0,46,83,279,0
9561,0,0,46,83,279,0
9562,0,4,221,0,197,3
9563,0,4,221,0,197,3
9564,0,4,221,0,197,3
9565,0,3,60,24,82,0
9566,0,3,60,24,82,0
9567,0,1,188,17,0,0
9568,0,1,188,17,0,0
9569,0,2,272,2,0,0
9570,0,2,272,2,0,0
9571,0,0,182,5,11,0
9572,0,0,182,5,11,0
9573,6,0,224,14,3,8
9574,6,0,224,14,3,8
9575,0,0,211,69,0,2
9576,0,0,211,69,0,2
9577,0,63,40,37,0,49
9578,0,63,40,37,0,49
9579,0,6,168,102,0,1
9580,0,6,168,102,0,1
9581,0,0,132,30,0,59
9582,0,0,132,30,0,59
9583,0,1,146,125,0,15
9584,0,1,146,125,0,15
9585,0,0,164,63,0,4
9586,0,0,164,63,0,4
9587,0,0,149,96,36,1
9588,0,0,149,96,36,1
9589,0,0,226,0,24,0
9590,0,0,226,0,24,0
9591,92,0,176,3,0,11
9592,216,0,20,97,0,23
9593,158,0,240,7,0,0
9594,5,0,260,9,1,0
9595,0,1,74,145,0,73
9596,0,10,70,152,0,0
9597,0,18,63,290,0,0
9598,0,2,35,259,0,0
9599,0,0,139,78,0,0
9600,3,0,158,32,0,29
9601,0,0,82,206,0,0
9602,4,1,52,238,1,0
9603,15,0,158,44,33,5
9604,0,18,132,95,0,0
9605,0,93,75,1,0,0
9606,0,72,5,18,0,0
9607,0,29,31,129,0,0
9608,0,48,4,96,0,0
9609,0,57,42,37,0,0
9610,1,22,16,183,0,0
9611,0,1,78,298,0,0
9612,0,2,31,343,0,1
9613,0,70,65,25,0,1
9614,0,2,184,44,0,1
9615,0,0,251,32,0,13
9616,0,0,350,2,0,2
9617,0,0,350,2,0,2
9618,4,0,282,10,0,0
9619,0,0,345,0,0,2
9620,1,0,530,0,21,0
9621,125,0,325,0,5,0
9622,136,0,255,0,0,0
9623,5,0,353,1,0,1
9624,0,0,206,28,0,6
9625,0,2,243,53,4,1
9626,0,0,159,12,0,64
9627,0,0,200,80,0,99
9628,0,0,31,279,0,1
9629,0,0,36,200,0,2
9630,0,0,124,61,2,0
9631,0,0,214,25,40,0
9632,0,1,175,8,46,0
9633,11,0,347,0,23,0
9634,169,3,87,2,0,0
9635,220,13,47,1,0,0
9636,242,5,88,0,0,0
9637,294,3,15,1,0,0
9638,447,0,22,0,0,0
9639,447,0,22,0,0,0
9640,138,0,82,0,0,0
9641,0,6,273,0,3,0
9642,0,0,260,0,3,4
9643,0,2,209,11,0,31
9644,0,0,74,0,0,333
9645,0,0,218,0,39,26
9646,0,0,81,0,106,210
9647,0,0,15,0,93,247
9648,0,0,236,4,109,23
9649,1,0,60,222,0,8
9650,12,0,17,433,0,0
9651,0,0,53,144,0,58
9652,0,0,112,75,0,47
9653,1,0,111,127,0,9
9654,4,0,5,549,0,0
9655,0,0,141,272,0,1
9656,0,2,40,347,0,0
9657,0,0,131,103,0,0
9658,0,0,194,74,0,11
9659,0,0,95,68,22,180
9660,0,0,70,115,124,1
9661,0,0,265,0,26,0
